"ID Pedido","Fecha Solicitud","ID Cliente","Nombre Cliente","Centro de Distribución","ID Distrito",Distrito,"Tipo Cliente","Tarifa por kg","Peso (kg)",Facturación,"Volumen (m3)","Fecha de Entrega","Días de Entrega","Status Orden","Tipo de pedido",Penalidad,"Beneficio Neto"
450087911,2023-01-04,C0000270,"Katheryn Simmgen Rylstone",Arequipa,79,"Santa Isabel De Siguas",Mayorista,4.25,81.11,344.72,0.5402,2023-01-05,1,"Entrega a tiempo",Grande,0,344.72
450018871,2023-01-05,C0000280,"Lalo Klulik Bassingham",Chiclayo,9,"Nueva Arica",Mayorista,4.66,49.41,230.25,0.9036,2023-01-06,1,"Entrega a tiempo",Grande,0,230.25
450027249,2023-01-05,C0000071,"Randal Anthona Jacqueminot",Lima,31,Lince,Mayorista,3.30,10.08,33.26,0.0726,2023-01-07,2,"Entrega a tiempo",Mediano,0,33.26
450037071,2023-01-05,C0000273,"Minerva Stuckey Collelton",Arequipa,64,Chiguata,Mayorista,4.29,1.98,8.49,0.0327,2023-01-08,3,"Penalidad 5%",Pequeño,0.42,8.07
450044009,2023-01-05,C0000140,"Lonny Bains Assante",Lima,22,Chorrillos,Mayorista,4.48,111.19,498.13,0.6404,2023-01-07,2,"Entrega a tiempo",Grande,0,498.13
450044555,2023-01-05,C0000300,"Brice Kohnen Roj",Chiclayo,11,Picsi,Mayorista,2.90,106.81,309.75,0.5511,2023-01-06,1,"Entrega a tiempo",Grande,0,309.75
450053492,2023-01-05,C0000287,"Ida Petticrew Carlisi",Chiclayo,5,"Jose Leonardo Ortiz",Mayorista,3.72,50.16,186.60,0.3581,2023-01-06,1,"Entrega a tiempo",Grande,0,186.60
450000316,2023-01-06,C0000011,"Gwyn Humm Blaxland",Lima,52,"Santa Anita",Mayorista,4.38,122.51,536.59,0.6836,2023-01-07,1,"Entrega a tiempo",Grande,0,536.59
450014978,2023-01-06,C0000142,"Nicki Yosifov Tellenbrok",Lima,43,Rimac,Mayorista,3.92,123.63,484.63,0.7492,2023-01-07,1,"Entrega a tiempo",Grande,0,484.63
450041306,2023-01-06,C0000180,"Mair Connold Roze",Lima,56,Surquillo,Mayorista,3.66,102.37,374.67,0.6388,2023-01-07,1,"Entrega a tiempo",Grande,0,374.67
450044061,2023-01-06,C0000155,"Sharleen Timms Eddoes",Lima,22,Chorrillos,Mayorista,4.48,110.70,495.94,0.8103,2023-01-07,1,"Entrega a tiempo",Grande,0,495.94
450008668,2023-01-07,C0000069,"Nate Francesc Faier",Lima,54,"Santa Rosa",Mayorista,3.07,61.08,187.52,0.2749,2023-01-08,1,"Entrega a tiempo",Grande,0,187.52
450031855,2023-01-07,C0000083,"Marlin Miners Kinahan",Lima,55,"Santiago De Surco",Mayorista,4.08,69.34,282.91,0.3910,2023-01-08,1,"Entrega a tiempo",Grande,0,282.91
450032094,2023-01-07,C0000065,"Felix Wyldish Bertram",Lima,43,Rimac,Mayorista,3.92,6.19,24.26,0.0379,2023-01-08,1,"Entrega a tiempo",Mediano,0,24.26
450045115,2023-01-07,C0000283,"Hanni Ruddiman Hamner",Chiclayo,5,"Jose Leonardo Ortiz",Mayorista,3.72,119.23,443.54,0.7369,2023-01-09,2,"Entrega a tiempo",Grande,0,443.54
450047773,2023-01-07,C0000190,"Shalne Tucknutt Whichelow",Lima,41,"Punta Hermosa",Corporativo,2.59,4.87,12.61,0.0309,2023-01-08,1,"Entrega a tiempo",Pequeño,0,12.61
450065041,2023-01-07,C0000296,"Philly Camelin Spaight",Chiclayo,11,Picsi,Mayorista,2.90,110.48,320.39,0.4972,2023-01-08,1,"Entrega a tiempo",Grande,0,320.39
450073938,2023-01-07,C0000300,"Brice Kohnen Roj",Chiclayo,11,Picsi,Mayorista,2.90,96.46,279.73,0.6598,2023-01-09,2,"Entrega a tiempo",Grande,0,279.73
450075486,2023-01-07,C0000280,"Lalo Klulik Bassingham",Chiclayo,9,"Nueva Arica",Mayorista,4.66,84.97,395.96,0.5047,2023-01-09,2,"Entrega a tiempo",Grande,0,395.96
450082960,2023-01-07,C0000021,"Jeramie Callway DHooge",Lima,22,Chorrillos,Mayorista,4.48,31.58,141.48,0.4032,2023-01-12,5,"Penalidad 10%",Grande,14.15,127.33
450095190,2023-01-07,C0000270,"Katheryn Simmgen Rylstone",Arequipa,79,"Santa Isabel De Siguas",Mayorista,4.25,31.59,134.26,0.1990,2023-01-09,2,"Entrega a tiempo",Grande,0,134.26
450047088,2023-01-08,C0000255,"Kelila Albertson Bauldry",Arequipa,59,"Alto Selva Alegre",Mayorista,4.96,43.83,217.40,0.5007,2023-01-09,1,"Entrega a tiempo",Grande,0,217.40
450023170,2023-01-09,C0000093,"Jonathon Lewry Berrisford",Lima,34,Lurin,Mayorista,2.80,158.17,442.88,0.7213,2023-01-11,2,"Entrega a tiempo",Grande,0,442.88
450029848,2023-01-09,C0000039,"Corbie Passie Cometto",Lima,36,"Pueblo Libre",Mayorista,4.09,60.53,247.57,0.6791,2023-01-11,2,"Entrega a tiempo",Grande,0,247.57
450054414,2023-01-09,C0000077,"Jasmine Brandenburg McKeaveney",Lima,23,Cieneguilla,Mayorista,3.68,13.55,49.86,0.0732,2023-01-10,1,"Entrega a tiempo",Mediano,0,49.86
450059384,2023-01-09,C0000278,"Ignace Bills Titt",Chiclayo,14,"Santa Rosa",Mayorista,3.96,28.88,114.36,0.5241,2023-01-16,7,"Penalidad 10%",Grande,11.44,102.92
450069208,2023-01-09,C0000069,"Nate Francesc Faier",Lima,54,"Santa Rosa",Mayorista,3.07,8.02,24.62,0.0337,2023-01-11,2,"Entrega a tiempo",Mediano,0,24.62
450038533,2023-01-10,C0000287,"Ida Petticrew Carlisi",Chiclayo,5,"Jose Leonardo Ortiz",Mayorista,3.72,1.49,5.54,0.0095,2023-01-11,1,"Entrega a tiempo",Pequeño,0,5.54
450023230,2023-01-11,C0000002,"Emmaline Hagstone Dewing",Lima,22,Chorrillos,Mayorista,4.48,10.30,46.14,0.0791,2023-01-13,2,"Entrega a tiempo",Mediano,0,46.14
450050472,2023-01-11,C0000117,"Raynell Spilsted Craisford",Lima,17,Ate,Mayorista,3.89,93.21,362.59,0.5369,2023-01-13,2,"Entrega a tiempo",Grande,0,362.59
450056956,2023-01-11,C0000225,"Bill Bunt Baty",Lima,29,"La Victoria",Mayorista,4.09,51.20,209.41,0.3502,2023-01-13,2,"Entrega a tiempo",Grande,0,209.41
450069980,2023-01-11,C0000287,"Ida Petticrew Carlisi",Chiclayo,5,"Jose Leonardo Ortiz",Mayorista,3.72,52.51,195.34,0.9203,2023-01-13,2,"Entrega a tiempo",Grande,0,195.34
450033558,2023-01-12,C0000081,"Morgun Minchi Chrstine",Lima,25,"El Agustino",Mayorista,3.17,63.68,201.87,0.4127,2023-01-14,2,"Entrega a tiempo",Grande,0,201.87
450035916,2023-01-12,C0000172,"Fabe Fortye Hortop",Lima,55,"Santiago De Surco",Corporativo,4.08,50.92,207.75,0.2566,2023-01-13,1,"Entrega a tiempo",Grande,0,207.75
450079714,2023-01-12,C0000199,"Hadley Sirmon Liffe",Lima,24,Comas,Corporativo,4.01,69.33,278.01,0.3037,2023-01-14,2,"Entrega a tiempo",Grande,0,278.01
450086561,2023-01-12,C0000091,"Dareen Sherrington Meaden",Lima,24,Comas,Corporativo,4.01,10.23,41.02,0.1888,2023-01-15,3,"Penalidad 5%",Mediano,2.05,38.97
450013036,2023-01-13,C0000027,"Fabien Benjafield Ashpole",Lima,56,Surquillo,Mayorista,3.66,26.36,96.48,0.4251,2023-01-14,1,"Entrega a tiempo",Grande,0,96.48
450017257,2023-01-13,C0000293,"Dori Willerson Laughlin",Chiclayo,4,"Eten Puerto",Mayorista,3.08,7.80,24.02,0.1426,2023-01-14,1,"Entrega a tiempo",Mediano,0,24.02
450029668,2023-01-13,C0000281,"Madison Milson Lenthall",Chiclayo,12,Pimentel,Mayorista,4.00,154.55,618.20,0.6769,2023-01-15,2,"Entrega a tiempo",Grande,0,618.20
450056509,2023-01-13,C0000194,"Caty Lindeboom Ferneyhough",Lima,22,Chorrillos,Mayorista,4.48,109.84,492.08,0.6788,2023-01-14,1,"Entrega a tiempo",Grande,0,492.08
450076694,2023-01-13,C0000207,"Carol-jean Toothill Genike",Lima,16,Ancon,Mayorista,3.29,101.71,334.63,0.7933,2023-01-14,1,"Entrega a tiempo",Grande,0,334.63
450094861,2023-01-13,C0000264,"Maynard Jannings Forrestill",Arequipa,68,"Mariano Melgar",Mayorista,5.02,44.88,225.30,0.2989,2023-01-14,1,"Entrega a tiempo",Grande,0,225.30
450099717,2023-01-13,C0000018,"Allyn Pettiford Willets",Lima,18,Barranco,Mayorista,4.13,12.94,53.44,0.0621,2023-01-14,1,"Entrega a tiempo",Mediano,0,53.44
450023673,2023-01-14,C0000143,"Monica Rowan Reppaport",Lima,46,"San Isidro",Mayorista,4.12,61.49,253.34,0.3320,2023-01-16,2,"Entrega a tiempo",Grande,0,253.34
450050230,2023-01-14,C0000046,"Aeriela Brice Edson",Lima,18,Barranco,Mayorista,4.13,41.45,171.19,0.3233,2023-01-16,2,"Entrega a tiempo",Grande,0,171.19
450051183,2023-01-14,C0000177,"Shanie Boig Yukhnin",Lima,31,Lince,Mayorista,3.30,142.40,469.92,0.9142,2023-01-15,1,"Entrega a tiempo",Grande,0,469.92
450085746,2023-01-14,C0000194,"Caty Lindeboom Ferneyhough",Lima,22,Chorrillos,Mayorista,4.48,4.50,20.16,0.0534,2023-01-15,1,"Entrega a tiempo",Pequeño,0,20.16
450003529,2023-01-15,C0000288,"Geoffry Cheake Sconce",Chiclayo,13,Reque,Corporativo,2.56,37.65,96.38,0.1965,2023-01-17,2,"Entrega a tiempo",Grande,0,96.38
450027660,2023-01-15,C0000283,"Hanni Ruddiman Hamner",Chiclayo,5,"Jose Leonardo Ortiz",Mayorista,3.72,100.93,375.46,0.5571,2023-01-17,2,"Entrega a tiempo",Grande,0,375.46
450044913,2023-01-15,C0000277,"Jesselyn OMullaney Selkirk",Chiclayo,12,Pimentel,Mayorista,4.00,40.46,161.84,0.3058,2023-01-16,1,"Entrega a tiempo",Grande,0,161.84
450054634,2023-01-15,C0000267,"Bryce Jahnisch Alderwick",Arequipa,69,Miraflores,Mayorista,4.15,166.85,692.43,1.0011,2023-01-17,2,"Entrega a tiempo",Grande,0,692.43
450072378,2023-01-15,C0000161,"Ulberto Jancso Copin",Lima,22,Chorrillos,Mayorista,4.48,43.29,193.94,0.2753,2023-01-17,2,"Entrega a tiempo",Grande,0,193.94
450087045,2023-01-15,C0000293,"Dori Willerson Laughlin",Chiclayo,4,"Eten Puerto",Mayorista,3.08,121.35,373.76,0.9991,2023-01-16,1,"Entrega a tiempo",Grande,0,373.76
450003738,2023-01-16,C0000179,"Halley Wollacott Jandl",Lima,33,Lurigancho,Corporativo,3.08,14.99,46.17,0.0720,2023-01-18,2,"Entrega a tiempo",Mediano,0,46.17
450018427,2023-01-16,C0000293,"Dori Willerson Laughlin",Chiclayo,4,"Eten Puerto",Mayorista,3.08,5.58,17.19,0.0378,2023-01-18,2,"Entrega a tiempo",Mediano,0,17.19
450021539,2023-01-16,C0000061,"Euell Gossan Raynard",Lima,22,Chorrillos,Mayorista,4.48,76.95,344.74,0.3694,2023-01-18,2,"Entrega a tiempo",Grande,0,344.74
450025023,2023-01-16,C0000004,"Crawford Yurin Cope",Lima,20,Carabayllo,Mayorista,3.99,133.92,534.34,0.7874,2023-01-17,1,"Entrega a tiempo",Grande,0,534.34
450027433,2023-01-16,C0000001,"Porty Stirgess Thorington",Lima,44,"San Bartolo",Mayorista,3.11,152.63,474.68,1.1356,2023-01-17,1,"Entrega a tiempo",Grande,0,474.68
450033231,2023-01-16,C0000272,"Matthiew MacQuaker Bourgeois",Arequipa,81,Socabaya,Mayorista,4.93,24.80,122.26,0.1384,2023-01-18,2,"Entrega a tiempo",Grande,0,122.26
450037792,2023-01-16,C0000108,"Constantine Vamplus Bing",Lima,22,Chorrillos,Mayorista,4.48,67.11,300.65,0.3543,2023-01-18,2,"Entrega a tiempo",Grande,0,300.65
450056376,2023-01-16,C0000237,"Torry Confort Pietri",Lima,24,Comas,Mayorista,4.01,61.10,245.01,0.9921,2023-01-18,2,"Entrega a tiempo",Grande,0,245.01
450059538,2023-01-16,C0000062,"Rad Grimbaldeston Wildman",Lima,25,"El Agustino",Mayorista,3.17,14.40,45.65,0.2426,2023-01-17,1,"Entrega a tiempo",Mediano,0,45.65
450063181,2023-01-16,C0000059,"Curran Passey Harper",Lima,54,"Santa Rosa",Corporativo,3.07,134.22,412.06,1.0469,2023-01-17,1,"Entrega a tiempo",Grande,0,412.06
450076424,2023-01-16,C0000281,"Madison Milson Lenthall",Chiclayo,12,Pimentel,Mayorista,4.00,159.51,638.04,0.8805,2023-01-17,1,"Entrega a tiempo",Grande,0,638.04
450077327,2023-01-16,C0000087,"Jens Penning Dmtrovic",Lima,47,"San Juan De Lurigancho",Mayorista,4.31,125.60,541.34,0.5878,2023-01-18,2,"Entrega a tiempo",Grande,0,541.34
450099473,2023-01-16,C0000224,"Margaret Pattingson Polye",Lima,37,Miraflores,Mayorista,2.90,25.31,73.40,0.1564,2023-01-18,2,"Entrega a tiempo",Grande,0,73.40
450016260,2023-01-17,C0000293,"Dori Willerson Laughlin",Chiclayo,4,"Eten Puerto",Mayorista,3.08,118.43,364.76,0.6466,2023-01-18,1,"Entrega a tiempo",Grande,0,364.76
450036396,2023-01-17,C0000077,"Jasmine Brandenburg McKeaveney",Lima,23,Cieneguilla,Mayorista,3.68,38.27,140.83,0.2801,2023-01-20,3,"Penalidad 5%",Grande,7.04,133.79
450052246,2023-01-17,C0000155,"Sharleen Timms Eddoes",Lima,22,Chorrillos,Mayorista,4.48,5.97,26.75,0.0462,2023-01-18,1,"Entrega a tiempo",Mediano,0,26.75
450054020,2023-01-17,C0000261,"Reagan Affron Hanner",Arequipa,59,"Alto Selva Alegre",Mayorista,4.96,60.53,300.23,0.4177,2023-01-19,2,"Entrega a tiempo",Grande,0,300.23
450068320,2023-01-17,C0000008,"Dal Whitear Adolthine",Lima,44,"San Bartolo",Mayorista,3.11,80.51,250.39,0.5072,2023-01-19,2,"Entrega a tiempo",Grande,0,250.39
450069969,2023-01-17,C0000071,"Randal Anthona Jacqueminot",Lima,31,Lince,Mayorista,3.30,127.37,420.32,0.8253,2023-01-19,2,"Entrega a tiempo",Grande,0,420.32
450046494,2023-01-18,C0000188,"Haywood Hopkins Wombwell",Lima,41,"Punta Hermosa",Mayorista,2.59,41.58,107.69,0.2021,2023-01-19,1,"Entrega a tiempo",Grande,0,107.69
450088367,2023-01-18,C0000256,"Saree Crassweller Grammer",Arequipa,69,Miraflores,Mayorista,4.15,138.16,573.36,0.7378,2023-01-19,1,"Entrega a tiempo",Grande,0,573.36
450094960,2023-01-18,C0000024,"Inger Smallpeice Nafziger",Lima,23,Cieneguilla,Mayorista,3.68,110.74,407.52,0.5050,2023-01-19,1,"Entrega a tiempo",Grande,0,407.52
450098188,2023-01-18,C0000300,"Brice Kohnen Roj",Chiclayo,11,Picsi,Mayorista,2.90,91.88,266.45,0.4631,2023-01-20,2,"Entrega a tiempo",Grande,0,266.45
450010551,2023-01-19,C0000276,"Harmony Jennings Seaward",Chiclayo,7,Lagunas,Mayorista,4.53,51.28,232.30,0.2338,2023-01-20,1,"Entrega a tiempo",Grande,0,232.30
450014194,2023-01-19,C0000260,"Rafaelia Aindriu Krolle",Arequipa,63,Characato,Mayorista,4.09,127.62,521.97,0.7810,2023-01-20,1,"Entrega a tiempo",Grande,0,521.97
450024954,2023-01-19,C0000155,"Sharleen Timms Eddoes",Lima,22,Chorrillos,Mayorista,4.48,80.50,360.64,0.5120,2023-01-21,2,"Entrega a tiempo",Grande,0,360.64
450050437,2023-01-19,C0000086,"Nil Crowdson Baumann",Lima,25,"El Agustino",Corporativo,3.17,17.45,55.32,0.1759,2023-01-20,1,"Entrega a tiempo",Mediano,0,55.32
450059992,2023-01-19,C0000295,"Randi Langfield Pates",Chiclayo,4,"Eten Puerto",Mayorista,3.08,96.08,295.93,0.7033,2023-01-20,1,"Entrega a tiempo",Grande,0,295.93
450066555,2023-01-19,C0000286,"Arda Goligly Eckersley",Chiclayo,13,Reque,Mayorista,2.56,85.78,219.60,1.0762,2023-01-21,2,"Entrega a tiempo",Grande,0,219.60
450001134,2023-01-20,C0000100,"Ninon Fairey Fass",Lima,21,Chaclacayo,Mayorista,4.40,56.03,246.53,0.2689,2023-01-22,2,"Entrega a tiempo",Grande,0,246.53
450038548,2023-01-20,C0000274,"Dara Nickerson Foale",Arequipa,59,"Alto Selva Alegre",Mayorista,4.96,68.76,341.05,0.3919,2023-01-24,4,"Penalidad 10%",Grande,34.10,306.95
450064835,2023-01-20,C0000277,"Jesselyn OMullaney Selkirk",Chiclayo,12,Pimentel,Mayorista,4.00,91.60,366.40,0.5496,2023-01-21,1,"Entrega a tiempo",Grande,0,366.40
450093349,2023-01-20,C0000014,"Minor Rousel Brownlea",Lima,16,Ancon,Mayorista,3.29,65.39,215.13,0.3884,2023-01-22,2,"Entrega a tiempo",Grande,0,215.13
450012644,2023-01-21,C0000284,"Deina Lefort Gwilym",Chiclayo,11,Picsi,Mayorista,2.90,55.94,162.23,0.2551,2023-01-22,1,"Entrega a tiempo",Grande,0,162.23
450019385,2023-01-21,C0000175,"Lilia Weepers Pahl",Lima,48,"San Juan De Miraflores",Mayorista,2.54,23.16,58.83,0.4236,2023-01-23,2,"Entrega a tiempo",Grande,0,58.83
450020116,2023-01-21,C0000253,"Janette Marchington Gillingwater",Arequipa,59,"Alto Selva Alegre",Mayorista,4.96,105.80,524.77,0.5713,2023-01-23,2,"Entrega a tiempo",Grande,0,524.77
450060573,2023-01-21,C0000271,"Etienne Stummeyer Jeayes",Arequipa,80,"Santa Rita De Siguas",Mayorista,4.59,39.70,182.22,0.2215,2023-01-23,2,"Entrega a tiempo",Grande,0,182.22
450066192,2023-01-21,C0000256,"Saree Crassweller Grammer",Arequipa,69,Miraflores,Mayorista,4.15,61.45,255.02,0.2765,2023-01-22,1,"Entrega a tiempo",Grande,0,255.02
450092232,2023-01-21,C0000085,"Thadeus McGilbon McCorry",Lima,17,Ate,Mayorista,3.89,25.96,100.98,0.1230,2023-01-23,2,"Entrega a tiempo",Grande,0,100.98
450003569,2023-01-22,C0000128,"Nat Senner Polson",Lima,50,"San Martin De Porres",Corporativo,3.40,3.27,11.12,0.0554,2023-01-24,2,"Entrega a tiempo",Pequeño,0,11.12
450007038,2023-01-22,C0000008,"Dal Whitear Adolthine",Lima,44,"San Bartolo",Mayorista,3.11,97.73,303.94,0.6098,2023-01-23,1,"Entrega a tiempo",Grande,0,303.94
450021964,2023-01-22,C0000079,"Beverly Adrienne Cornwell",Lima,18,Barranco,Mayorista,4.13,117.86,486.76,0.7213,2023-01-24,2,"Entrega a tiempo",Grande,0,486.76
450022787,2023-01-22,C0000046,"Aeriela Brice Edson",Lima,18,Barranco,Mayorista,4.13,55.43,228.93,0.2661,2023-01-24,2,"Entrega a tiempo",Grande,0,228.93
450034742,2023-01-22,C0000003,"Berkie Cousin Neathway",Lima,23,Cieneguilla,Corporativo,3.68,146.59,539.45,0.6684,2023-01-24,2,"Entrega a tiempo",Grande,0,539.45
450043497,2023-01-22,C0000266,"Garrett Matt Goede",Arequipa,81,Socabaya,Mayorista,4.93,36.80,181.42,0.2495,2023-01-23,1,"Entrega a tiempo",Grande,0,181.42
450067821,2023-01-22,C0000222,"Laurena Lamplough Yeandel",Lima,17,Ate,Mayorista,3.89,75.45,293.50,0.5885,2023-01-24,2,"Entrega a tiempo",Grande,0,293.50
450088673,2023-01-22,C0000255,"Kelila Albertson Bauldry",Arequipa,59,"Alto Selva Alegre",Mayorista,4.96,144.50,716.72,0.7456,2023-01-23,1,"Entrega a tiempo",Grande,0,716.72
450039096,2023-01-23,C0000112,"Clyde Kielt Foynes",Lima,28,"La Molina",Mayorista,4.14,139.39,577.07,0.6774,2023-01-24,1,"Entrega a tiempo",Grande,0,577.07
450039127,2023-01-23,C0000206,"Karia Samples Stollhofer",Lima,46,"San Isidro",Mayorista,4.12,88.08,362.89,0.5549,2023-01-24,1,"Entrega a tiempo",Grande,0,362.89
450067428,2023-01-23,C0000038,"Giraud Abelov Nockles",Lima,36,"Pueblo Libre",Mayorista,4.09,41.05,167.89,0.2463,2023-01-24,1,"Entrega a tiempo",Grande,0,167.89
450076016,2023-01-23,C0000064,"Ronnica Calway Halesworth",Lima,20,Carabayllo,Mayorista,3.99,119.85,478.20,0.5465,2023-01-24,1,"Entrega a tiempo",Grande,0,478.20
450092183,2023-01-23,C0000237,"Torry Confort Pietri",Lima,24,Comas,Mayorista,4.01,82.84,332.19,0.5020,2023-01-24,1,"Entrega a tiempo",Grande,0,332.19
450099832,2023-01-23,C0000291,"Matthieu Dicken Challiner",Chiclayo,13,Reque,Mayorista,2.56,135.74,347.49,0.8552,2023-01-25,2,"Entrega a tiempo",Grande,0,347.49
450006916,2023-01-24,C0000077,"Jasmine Brandenburg McKeaveney",Lima,23,Cieneguilla,Mayorista,3.68,117.85,433.69,0.6788,2023-01-26,2,"Entrega a tiempo",Grande,0,433.69
450027885,2023-01-24,C0000281,"Madison Milson Lenthall",Chiclayo,12,Pimentel,Mayorista,4.00,53.43,213.72,0.2661,2023-01-25,1,"Entrega a tiempo",Grande,0,213.72
450035160,2023-01-24,C0000286,"Arda Goligly Eckersley",Chiclayo,13,Reque,Mayorista,2.56,118.25,302.72,0.8443,2023-01-25,1,"Entrega a tiempo",Grande,0,302.72
